,top_p,top_k,modele,theme,prompt,genre_prompt,output
2246,top_p:0.95,top_k:10,xglm-2.9B,"gestion et mise à disposition de ressources documentaires, conservation des archives","Je suis diplômé de gestion et mise à disposition de ressources documentaires, conservation des archives et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ",['Prompt_masc']," Je suis diplômé de gestion et mise à disposition de ressources documentaires, conservation des archives et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car."
2247,top_p:0.95,top_k:10,xglm-2.9B,"gestion et mise à disposition de ressources documentaires, conservation des archives","Je suis diplômée de gestion et mise à disposition de ressources documentaires, conservation des archives et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ",['Prompt_fém']," Je suis diplômée de gestion et mise à disposition de ressources documentaires, conservation des archives et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car particulièrement intéressée par vos services."
2248,top_p:0.95,top_k:10,xglm-2.9B,"gestion et mise à disposition de ressources documentaires, conservation des archives","Je suis diplômée de gestion et mise à disposition de ressources documentaires, conservation des archives et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ",['Prompt_fém']," Je suis diplômée de gestion et mise à disposition de ressources documentaires, conservation des archives et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, je suis à l'écoute de tout ce qui concerne les archives et le patrimoine. Cordialement"
2249,top_p:0.95,top_k:10,xglm-2.9B,"gestion et mise à disposition de ressources documentaires, conservation des archives","Je suis diplômée de gestion et mise à disposition de ressources documentaires, conservation des archives et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ",['Prompt_fém']," Je suis diplômée de gestion et mise à disposition de ressources documentaires, conservation des archives et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, étant une documentaliste, je pourrai vous faire un CV et de la formation."
2250,top_p:0.95,top_k:10,xglm-2.9B,"gestion et mise à disposition de ressources documentaires, conservation des archives","Je suis diplômé(e) de gestion et mise à disposition de ressources documentaires, conservation des archives et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ",['Prompt_inclusif_parenth']," Je suis diplômé(e) de gestion et mise à disposition de ressources documentaires, conservation des archives et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car particulièrement dynamique, je souhaite évoluer rapidement et pouvoir m'épanouir dans mon travail."
2251,top_p:0.95,top_k:10,xglm-2.9B,"gestion et mise à disposition de ressources documentaires, conservation des archives","Je suis diplômé(e) de gestion et mise à disposition de ressources documentaires, conservation des archives et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ",['Prompt_inclusif_parenth']," Je suis diplômé(e) de gestion et mise à disposition de ressources documentaires, conservation des archives et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, je recherche un travail en rapport avec la documentation."
2252,top_p:0.95,top_k:10,xglm-2.9B,"gestion et mise à disposition de ressources documentaires, conservation des archives","Je suis diplômé(e) de gestion et mise à disposition de ressources documentaires, conservation des archives et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ",['Prompt_inclusif_parenth']," Je suis diplômé(e) de gestion et mise à disposition de ressources documentaires, conservation des archives et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, je pense, avoir un profil pour le poste. J'ai de l'expérience dans les dossiers documentaires, le suivi et le classement de dossiers documentaires et je suis capable de gérer les documents et de faire des classements."
2253,top_p:0.95,top_k:10,xglm-2.9B,"gestion et mise à disposition de ressources documentaires, conservation des archives","Je suis diplômé·e de gestion et mise à disposition de ressources documentaires, conservation des archives et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ",['Prompt_inclusif_median']," Je suis diplômé·e de gestion et mise à disposition de ressources documentaires, conservation des archives et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, je recherche un emploi d'ingénieur ou un emploi de responsable de projet."
2254,top_p:0.95,top_k:10,xglm-2.9B,"gestion et mise à disposition de ressources documentaires, conservation des archives","Je suis diplômé·e de gestion et mise à disposition de ressources documentaires, conservation des archives et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ",['Prompt_inclusif_median']," Je suis diplômé·e de gestion et mise à disposition de ressources documentaires, conservation des archives et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car. Je suis disponible pour un rdv et je peux vous envoyer mon CV."
2255,top_p:0.95,top_k:10,xglm-2.9B,"gestion et mise à disposition de ressources documentaires, conservation des archives","Je suis diplômé·e de gestion et mise à disposition de ressources documentaires, conservation des archives et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ",['Prompt_inclusif_median']," Je suis diplômé·e de gestion et mise à disposition de ressources documentaires, conservation des archives et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, j'ai une expérience en gestion de ressources documentaires, conservation et rangement, organisation et gestion de l'espace."
2256,top_p:0.75,top_k:100,xglm-2.9B,retouches en habillement,Je suis diplômé de retouches en habillement et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_masc']," Je suis diplômé de retouches en habillement et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, ayant le goût du travail bien fait, j'aime travailler avec les meilleurs matériaux et en respectant toutes les étapes."
2257,top_p:0.75,top_k:100,xglm-2.9B,retouches en habillement,Je suis diplômé de retouches en habillement et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_masc']," Je suis diplômé de retouches en habillement et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car,je suis passionné par la photographie, la danse, la mode et le cinéma. J'ai fait de la photo-montage en photo-shop, j'ai un bac pro de gestion et une maîtrise d'art."
2258,top_p:0.75,top_k:100,xglm-2.9B,retouches en habillement,Je suis diplômé de retouches en habillement et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_masc']," Je suis diplômé de retouches en habillement et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, je suis une personne souriante, motivée et organisée."
2259,top_p:0.75,top_k:100,xglm-2.9B,retouches en habillement,Je suis diplômée de retouches en habillement et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_fém']," Je suis diplômée de retouches en habillement et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, je suis dynamique et disponible. J'ai une très bonne expérience dans le domaine de la retouches, avec des projets de travail variés. Je suis quelqu'un de très sérieuse et rigoureuse, j'ai une très bonne expérience avec les enfants, les personnes âgées, les animaux, la maison et le jardin. Je suis très disponible pour travailler sur les lieux."
2260,top_p:0.75,top_k:100,xglm-2.9B,retouches en habillement,Je suis diplômée de retouches en habillement et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_fém']," Je suis diplômée de retouches en habillement et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, je suis sérieuse, minutieuse et je possède de bonnes qualités en habillement et ma connaissance du métier me permettra d'apporter un réel plus à votre entreprise."
2261,top_p:0.75,top_k:100,xglm-2.9B,retouches en habillement,Je suis diplômée de retouches en habillement et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_fém'], Je suis diplômée de retouches en habillement et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car particulièrement douée pour le travail de retouche.
2262,top_p:0.75,top_k:100,xglm-2.9B,retouches en habillement,Je suis diplômé(e) de retouches en habillement et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_parenth']," Je suis diplômé(e) de retouches en habillement et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, je suis sérieux et honnête. Je souhaite effectuer des remplacements."
2263,top_p:0.75,top_k:100,xglm-2.9B,retouches en habillement,Je suis diplômé(e) de retouches en habillement et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_parenth']," Je suis diplômé(e) de retouches en habillement et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, je possède une expérience significative dans le domaine. Envoyez-moi plus d'informations, merci."
2264,top_p:0.75,top_k:100,xglm-2.9B,retouches en habillement,Je suis diplômé(e) de retouches en habillement et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_parenth']," Je suis diplômé(e) de retouches en habillement et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, je suis très souriante et joviale et j'ai beaucoup de disponibilité."
2265,top_p:0.75,top_k:100,xglm-2.9B,retouches en habillement,Je suis diplômé·e de retouches en habillement et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_median']," Je suis diplômé·e de retouches en habillement et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, j'ai fait du couture, repassage et finitions en cuir et en cuir synthétique."
2266,top_p:0.75,top_k:100,xglm-2.9B,retouches en habillement,Je suis diplômé·e de retouches en habillement et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_median'], Je suis diplômé·e de retouches en habillement et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car.
2267,top_p:0.75,top_k:100,xglm-2.9B,retouches en habillement,Je suis diplômé·e de retouches en habillement et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_median']," Je suis diplômé·e de retouches en habillement et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car particulièrement habile en dessins, je peux travailler sur tous les styles, depuis des tenues féminines, des tenues décontractées, des tenues business, des tenues pour des soirées, etc."
2268,top_p:0.95,top_k:10,xglm-2.9B,retouches en habillement,Je suis diplômé de retouches en habillement et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_masc'], Je suis diplômé de retouches en habillement et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car.
2269,top_p:0.95,top_k:10,xglm-2.9B,retouches en habillement,Je suis diplômé de retouches en habillement et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_masc'], Je suis diplômé de retouches en habillement et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car.
2270,top_p:0.95,top_k:10,xglm-2.9B,retouches en habillement,Je suis diplômé de retouches en habillement et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_masc']," Je suis diplômé de retouches en habillement et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, je pense être un bon candidat."
2271,top_p:0.95,top_k:10,xglm-2.9B,retouches en habillement,Je suis diplômée de retouches en habillement et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_fém']," Je suis diplômée de retouches en habillement et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, ayant eu des expériences professionnelles dans l'immobilier (agent de retouches, secrétaire, vendeuse de vêtements, vendeuse en prêt-à-porter), je me suis beaucoup améliorée dans la pose de maquillage, ainsi que dans le maquillage et l'application d'ongles (avec les vernis)!"
2272,top_p:0.95,top_k:10,xglm-2.9B,retouches en habillement,Je suis diplômée de retouches en habillement et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_fém'], Je suis diplômée de retouches en habillement et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car.
2273,top_p:0.95,top_k:10,xglm-2.9B,retouches en habillement,Je suis diplômée de retouches en habillement et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_fém']," Je suis diplômée de retouches en habillement et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, je suis disponible et sérieuse. Je peux vous aider à faire un choix dans les magasins de la région. Merci de prendre contact avec moi."
2274,top_p:0.95,top_k:10,xglm-2.9B,retouches en habillement,Je suis diplômé(e) de retouches en habillement et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_parenth']," Je suis diplômé(e) de retouches en habillement et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, je possède un certain savoir-faire et je suis très motivée. Je suis une personne sérieuse, dynamique, ponctuelle et organisée. J'aime travailler dans un esprit collaboratif et j'aime également le contact avec les personnes."
2275,top_p:0.95,top_k:10,xglm-2.9B,retouches en habillement,Je suis diplômé(e) de retouches en habillement et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_parenth']," Je suis diplômé(e) de retouches en habillement et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, je suis sérieux, dynamique et ai un bon esprit de synerg..."
2276,top_p:0.95,top_k:10,xglm-2.9B,retouches en habillement,Je suis diplômé(e) de retouches en habillement et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_parenth']," Je suis diplômé(e) de retouches en habillement et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ouvrier de retouches et j'ai déjà travaillé pour des grandes marques comme H&M, C&A et Zara ainsi que pour des enseignes comme H&M, Primark et Zara. Je suis motivé(e) et disponible, je suis à la recherche d'un emploi."
2277,top_p:0.95,top_k:10,xglm-2.9B,retouches en habillement,Je suis diplômé·e de retouches en habillement et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_median'], Je suis diplômé·e de retouches en habillement et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car.
2278,top_p:0.95,top_k:10,xglm-2.9B,retouches en habillement,Je suis diplômé·e de retouches en habillement et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_median']," Je suis diplômé·e de retouches en habillement et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, je suis passionnée de couture et j'adore le monde des enfants ( j'ai fait un stage au sein d'une crèche et j'ai pu faire des séances photos d'enfants )"
2279,top_p:0.95,top_k:10,xglm-2.9B,retouches en habillement,Je suis diplômé·e de retouches en habillement et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_median'], Je suis diplômé·e de retouches en habillement et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car. Je suis à l'aise avec les machines à coudre.
2280,top_p:0.75,top_k:100,xglm-2.9B,sommellerie,Je suis diplômé de sommellerie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_masc'], Je suis diplômé de sommellerie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car particulièrement sérieux et souriant.
2281,top_p:0.75,top_k:100,xglm-2.9B,sommellerie,Je suis diplômé de sommellerie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_masc'], Je suis diplômé de sommellerie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car.
2282,top_p:0.75,top_k:100,xglm-2.9B,sommellerie,Je suis diplômé de sommellerie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_masc']," Je suis diplômé de sommellerie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, j'ai de l'expérience dans le secteur. Je suis disponible immédiatement."
2283,top_p:0.75,top_k:100,xglm-2.9B,sommellerie,Je suis diplômée de sommellerie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_fém'], Je suis diplômée de sommellerie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car venez d'obtenir mon diplôme de sommelière en septembre 2018.
2284,top_p:0.75,top_k:100,xglm-2.9B,sommellerie,Je suis diplômée de sommellerie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_fém']," Je suis diplômée de sommellerie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car. Je suis dynamique, ponctuelle, j'ai un bon contact avec les clients, je sais m'adapter à la demande. Pour plus d'informations, vous pouvez me contacter au 06 12 78 04 67"
2285,top_p:0.75,top_k:100,xglm-2.9B,sommellerie,Je suis diplômée de sommellerie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_fém']," Je suis diplômée de sommellerie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, j'ai beaucoup d'experience et je travaille en salle, en tant que réceptionniste et service. Je peux vous assurer que je ne manquerais pas de vous répondre avec une candidature sincère et sérieuse. Je suis disponible à toute heure de la journée et la nuit. Merci d'avoir lu mon mail et j'espère que vous serez bientôt mon futur employeur."
2286,top_p:0.75,top_k:100,xglm-2.9B,sommellerie,Je suis diplômé(e) de sommellerie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_parenth']," Je suis diplômé(e) de sommellerie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car hygiène, sérieux, et bonne présentation sont mes atouts."
2287,top_p:0.75,top_k:100,xglm-2.9B,sommellerie,Je suis diplômé(e) de sommellerie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_parenth']," Je suis diplômé(e) de sommellerie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, je suis dynamique, fiable et ayant de l'expérience dans le secteur de la restauration."
2288,top_p:0.75,top_k:100,xglm-2.9B,sommellerie,Je suis diplômé(e) de sommellerie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_parenth']," Je suis diplômé(e) de sommellerie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car,je suis à l'aise en milieu professionnel, je suis dynamique, j'ai de l'organisation, j'aime travailler en équipe, je suis responsable et j'ai une grande attention aux détails."
2289,top_p:0.75,top_k:100,xglm-2.9B,sommellerie,Je suis diplômé·e de sommellerie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_median']," Je suis diplômé·e de sommellerie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, dans mon entourage, j'ai plusieurs personnes qui le sont."
2290,top_p:0.75,top_k:100,xglm-2.9B,sommellerie,Je suis diplômé·e de sommellerie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_median'], Je suis diplômé·e de sommellerie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car particulièrement motivé·e.
2291,top_p:0.75,top_k:100,xglm-2.9B,sommellerie,Je suis diplômé·e de sommellerie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_median']," Je suis diplômé·e de sommellerie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, après 3 ans d'études, je possède la certification de sommellerie. Je suis ouvert à tous types de poste de restauration et je peux m'adapter à n'importe quel secteur. Je suis motivé·e, volontaire et polyvalent·e."
2292,top_p:0.95,top_k:10,xglm-2.9B,sommellerie,Je suis diplômé de sommellerie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_masc'], Je suis diplômé de sommellerie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car venant de votre établissement je suis sûr que mes compétences vous conviendront. Cordialement
2293,top_p:0.95,top_k:10,xglm-2.9B,sommellerie,Je suis diplômé de sommellerie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_masc']," Je suis diplômé de sommellerie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, je suis sérieux, motivé, et sérieux. Je suis actuellement en train de travailler dans une usine de fabrication de glace et je travaille de nuit."
2294,top_p:0.95,top_k:10,xglm-2.9B,sommellerie,Je suis diplômé de sommellerie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_masc'], Je suis diplômé de sommellerie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car.
2295,top_p:0.95,top_k:10,xglm-2.9B,sommellerie,Je suis diplômée de sommellerie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_fém'], Je suis diplômée de sommellerie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car venez voir sur mon profil.
2296,top_p:0.95,top_k:10,xglm-2.9B,sommellerie,Je suis diplômée de sommellerie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_fém']," Je suis diplômée de sommellerie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, je suis sérieuse, ponctuelle et organisée. J'ai un bon niveau en anglais. Merci de me contacter."
2297,top_p:0.95,top_k:10,xglm-2.9B,sommellerie,Je suis diplômée de sommellerie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_fém'], Je suis diplômée de sommellerie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car. j'ai déjà effectuée de la restauration. Je suis dynamique et patiente. J'aime travailler en équipe et j'ai le sens du service
2298,top_p:0.95,top_k:10,xglm-2.9B,sommellerie,Je suis diplômé(e) de sommellerie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_parenth']," Je suis diplômé(e) de sommellerie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car,j'ai une expérience dans un restaurant."
2299,top_p:0.95,top_k:10,xglm-2.9B,sommellerie,Je suis diplômé(e) de sommellerie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_parenth']," Je suis diplômé(e) de sommellerie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, je suis sérieux et motivé. Cordialement."
2300,top_p:0.95,top_k:10,xglm-2.9B,sommellerie,Je suis diplômé(e) de sommellerie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_parenth']," Je suis diplômé(e) de sommellerie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car. J'ai déjà travaillé dans l'entreprise et je suis toujours motivé(e) et disponible pour ce poste. Je possède un excellent relationnel avec les clients, je parle très bien le français et je suis également très poli(e) et serviable. J'adore aussi travailler dans un restaurant. Je suis très à l'aise dans les endroits très bruyants et en hauteur. Je suis une personne très dynamique et dynamique, avec de l'ambition et une grande capacité d'apprentissage. Je pense être très efficace et je suis un très bon planificateur. En outre, je possède une bonne capacité à travailler en équipe et à travailler en équipe. Je me sens aussi très capable d'apprendre de nouveaux concepts et de me perfectionner. Je suis un excellent communicant et j'ai beaucoup d'empathie et de compassion."
2301,top_p:0.95,top_k:10,xglm-2.9B,sommellerie,Je suis diplômé·e de sommellerie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_median'], Je suis diplômé·e de sommellerie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car venez me rencontrer. Merci de votre intérêt
2302,top_p:0.95,top_k:10,xglm-2.9B,sommellerie,Je suis diplômé·e de sommellerie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_median']," Je suis diplômé·e de sommellerie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, je suis passionné·e par la cuisine et les voyages ainsi que les vins, et cela est une des raisons qui font que je souhaite faire ce métier."
2303,top_p:0.95,top_k:10,xglm-2.9B,sommellerie,Je suis diplômé·e de sommellerie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_median'], Je suis diplômé·e de sommellerie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car venez me parler si vous voulez en savoir plus.
2304,top_p:0.75,top_k:100,xglm-2.9B,"langues étrangères appliquées au tourisme, au commerce international, aux affaires, à la documentation","Je suis diplômé de langues étrangères appliquées au tourisme, au commerce international, aux affaires, à la documentation et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ",['Prompt_masc']," Je suis diplômé de langues étrangères appliquées au tourisme, au commerce international, aux affaires, à la documentation et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car linguistique, bonne orthographe et très précis."
2305,top_p:0.75,top_k:100,xglm-2.9B,"langues étrangères appliquées au tourisme, au commerce international, aux affaires, à la documentation","Je suis diplômé de langues étrangères appliquées au tourisme, au commerce international, aux affaires, à la documentation et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ",['Prompt_masc']," Je suis diplômé de langues étrangères appliquées au tourisme, au commerce international, aux affaires, à la documentation et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car linguistique et bilingue, j'ai une très bonne connaissance de l'anglais."
2306,top_p:0.75,top_k:100,xglm-2.9B,"langues étrangères appliquées au tourisme, au commerce international, aux affaires, à la documentation","Je suis diplômé de langues étrangères appliquées au tourisme, au commerce international, aux affaires, à la documentation et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ",['Prompt_masc']," Je suis diplômé de langues étrangères appliquées au tourisme, au commerce international, aux affaires, à la documentation et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car. Je suis une personne très dynamique, ayant de l'expérience dans les domaines de l'hôtellerie, du commerce international, de la documentation et des affaires. Je souhaite effectuer des recherches d'emplois afin d'améliorer mon anglais, mais également de développer mes connaissances sur les pays et les cultures dans lesquels je souhaiterais m'expatrier."
2307,top_p:0.75,top_k:100,xglm-2.9B,"langues étrangères appliquées au tourisme, au commerce international, aux affaires, à la documentation","Je suis diplômée de langues étrangères appliquées au tourisme, au commerce international, aux affaires, à la documentation et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ",['Prompt_fém']," Je suis diplômée de langues étrangères appliquées au tourisme, au commerce international, aux affaires, à la documentation et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car particulièrement douée en communication écrite et orale, en travail d'équipe et en anglais. Je possède de très bonnes capacités de communication orale et écrite ainsi que des connaissances dans divers domaines. Je peux fournir un curriculum vitae et une lettre de motivation. Je suis disponible à partir du mois de mars."
2308,top_p:0.75,top_k:100,xglm-2.9B,"langues étrangères appliquées au tourisme, au commerce international, aux affaires, à la documentation","Je suis diplômée de langues étrangères appliquées au tourisme, au commerce international, aux affaires, à la documentation et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ",['Prompt_fém']," Je suis diplômée de langues étrangères appliquées au tourisme, au commerce international, aux affaires, à la documentation et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car linguistique (je parle anglais et français), gestion, documentation. Je suis dynamique, ponctuelle, autonome, sérieuse, méthodique et organisée. Je suis à votre disposition pour toute demande."
2309,top_p:0.75,top_k:100,xglm-2.9B,"langues étrangères appliquées au tourisme, au commerce international, aux affaires, à la documentation","Je suis diplômée de langues étrangères appliquées au tourisme, au commerce international, aux affaires, à la documentation et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ",['Prompt_fém']," Je suis diplômée de langues étrangères appliquées au tourisme, au commerce international, aux affaires, à la documentation et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, je suis très sociable et je m'adapte facilement aux différents environnements. Je suis passionnée de lecture et de cinéma."
2310,top_p:0.75,top_k:100,xglm-2.9B,"langues étrangères appliquées au tourisme, au commerce international, aux affaires, à la documentation","Je suis diplômé(e) de langues étrangères appliquées au tourisme, au commerce international, aux affaires, à la documentation et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ",['Prompt_inclusif_parenth']," Je suis diplômé(e) de langues étrangères appliquées au tourisme, au commerce international, aux affaires, à la documentation et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car..."
2311,top_p:0.75,top_k:100,xglm-2.9B,"langues étrangères appliquées au tourisme, au commerce international, aux affaires, à la documentation","Je suis diplômé(e) de langues étrangères appliquées au tourisme, au commerce international, aux affaires, à la documentation et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ",['Prompt_inclusif_parenth']," Je suis diplômé(e) de langues étrangères appliquées au tourisme, au commerce international, aux affaires, à la documentation et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, je suis quelqu'un de sérieux et motivé. Je me tiens à votre disposition pour plus d'informations."
2312,top_p:0.75,top_k:100,xglm-2.9B,"langues étrangères appliquées au tourisme, au commerce international, aux affaires, à la documentation","Je suis diplômé(e) de langues étrangères appliquées au tourisme, au commerce international, aux affaires, à la documentation et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ",['Prompt_inclusif_parenth']," Je suis diplômé(e) de langues étrangères appliquées au tourisme, au commerce international, aux affaires, à la documentation et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, étant donné mon niveau d'études, je peux vous proposer un stage en tant qu'interprète."
