,top_p,top_k,modele,theme,prompt,texte,genre,Identified_gender,Detailed_counter,Detailed_markers
541,top_p:0.75,top_k:100,xglm-2.9B,fabbricazione di veicoli militari da combattimento,Sono laureato in fabbricazione di veicoli militari da combattimento e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureato in fabbricazione di veicoli militari da combattimento e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché:,masc,incomplet,0,none
542,top_p:0.75,top_k:100,xglm-2.9B,fabbricazione di veicoli militari da combattimento,Sono laureato in fabbricazione di veicoli militari da combattimento e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureato in fabbricazione di veicoli militari da combattimento e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché mi piace lavorare in gruppo, amo la natura e sono un buon ascoltatore. Mi piace anche il lancio e la pesca. Mi piace anche il gioco dei cruciverba. Ho già lavorato in una compagnia automobilistica e ho ottenuto un ottimo lavoro. Sono anche un buon fotografo.",masc,Masc,Counter({'Masc': 2}),"[buon, fotografo]"
543,top_p:0.75,top_k:100,xglm-2.9B,fabbricazione di veicoli militari da combattimento,Sono laureata in fabbricazione di veicoli militari da combattimento e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureata in fabbricazione di veicoli militari da combattimento e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono in grado di lavorare come un team e di lavorare con gli altri. Sono abbastanza paziente, responsabile e di buon carattere, in grado di lavorare sotto stress e posso essere affidabile e competente. Sono stata la responsabile della logistica per un anno e ho lavorato anche in un team per il progetto. Ho un ottimo livello di inglese e di spagnolo. Sono inoltre una buona conversatrice e ho lavorato come una lingua straniera.",fem,Neutre,Counter(),[]
544,top_p:0.75,top_k:100,xglm-2.9B,fabbricazione di veicoli militari da combattimento,Sono laureata in fabbricazione di veicoli militari da combattimento e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureata in fabbricazione di veicoli militari da combattimento e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono capace, affidabile, responsabile e ben organizzata.",fem,Fem,Counter({'Fem': 1}),[organizzata]
545,top_p:0.75,top_k:100,xglm-2.9B,fabbricazione di veicoli militari da combattimento,Sono laureata in fabbricazione di veicoli militari da combattimento e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureata in fabbricazione di veicoli militari da combattimento e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché:,fem,incomplet,0,none
546,top_p:0.75,top_k:100,xglm-2.9B,fabbricazione di veicoli militari da combattimento,Sono laureatə in fabbricazione di veicoli militari da combattimento e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureatə in fabbricazione di veicoli militari da combattimento e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho una forte competenza nel settore e sono ben organizzata.,inclus,Fem,Counter({'Fem': 1}),[organizzata]
547,top_p:0.75,top_k:100,xglm-2.9B,fabbricazione di veicoli militari da combattimento,Sono laureatə in fabbricazione di veicoli militari da combattimento e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureatə in fabbricazione di veicoli militari da combattimento e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono una persona seria, affidabile e che ha sempre voluto fare carriera.",inclus,Masc,Counter({'Masc': 1}),[voluto]
548,top_p:0.75,top_k:100,xglm-2.9B,fabbricazione di veicoli militari da combattimento,Sono laureatə in fabbricazione di veicoli militari da combattimento e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureatə in fabbricazione di veicoli militari da combattimento e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho molta esperienza e sono abbastanza abile a svolgere questo lavoro. Mi sono già occupato di varie cose prima di questa, quindi potrei aiutarvi a trovare un buon posto. Mi occuperò di costruire i tuoi veicoli, quindi puoi avere fiducia che il lavoro sarà fatto al meglio. Ho esperienza nel settore e ho anche lavorato in una fabbrica come responsabile della produzione. Inoltre ho avuto un lavoro come meccanico di camion che mi ha aiutato a migliorare le mie abilità in questo campo.",inclus,Masc,Counter({'Masc': 2}),"[occupato, meccanico]"
549,top_p:0.95,top_k:10,xglm-2.9B,fabbricazione di veicoli militari da combattimento,Sono laureato in fabbricazione di veicoli militari da combattimento e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureato in fabbricazione di veicoli militari da combattimento e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché i miei valori sono molto simili ai vostri.,masc,Neutre,Counter(),[]
550,top_p:0.95,top_k:10,xglm-2.9B,fabbricazione di veicoli militari da combattimento,Sono laureato in fabbricazione di veicoli militari da combattimento e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureato in fabbricazione di veicoli militari da combattimento e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono un buon lavoratore, e voglio essere la vostra nuova risorsa!",masc,Masc,Counter({'Masc': 2}),"[buon, lavoratore]"
551,top_p:0.95,top_k:10,xglm-2.9B,fabbricazione di veicoli militari da combattimento,Sono laureato in fabbricazione di veicoli militari da combattimento e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureato in fabbricazione di veicoli militari da combattimento e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho un grande interesse in quello.,masc,Neutre,Counter(),[]
552,top_p:0.95,top_k:10,xglm-2.9B,fabbricazione di veicoli militari da combattimento,Sono laureata in fabbricazione di veicoli militari da combattimento e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureata in fabbricazione di veicoli militari da combattimento e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho esperienza come operatore di manutenzione esperto con i seguenti requisiti:,fem,Masc,Counter({'Masc': 2}),"[operatore, esperto]"
553,top_p:0.95,top_k:10,xglm-2.9B,fabbricazione di veicoli militari da combattimento,Sono laureata in fabbricazione di veicoli militari da combattimento e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureata in fabbricazione di veicoli militari da combattimento e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho esperienza come responsabile della sicurezza e sono disponibile per lavorare in qualsiasi parte del mondo.,fem,Neutre,Counter(),[]
554,top_p:0.95,top_k:10,xglm-2.9B,fabbricazione di veicoli militari da combattimento,Sono laureata in fabbricazione di veicoli militari da combattimento e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureata in fabbricazione di veicoli militari da combattimento e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché:,fem,incomplet,0,none
555,top_p:0.95,top_k:10,xglm-2.9B,fabbricazione di veicoli militari da combattimento,Sono laureatə in fabbricazione di veicoli militari da combattimento e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureatə in fabbricazione di veicoli militari da combattimento e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho esperienza come tecnico meccanico e ho lavorato come responsabile di produzione.,inclus,Masc,Counter({'Masc': 1}),[meccanico]
556,top_p:0.95,top_k:10,xglm-2.9B,fabbricazione di veicoli militari da combattimento,Sono laureatə in fabbricazione di veicoli militari da combattimento e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureatə in fabbricazione di veicoli militari da combattimento e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono abbastanza sicuro di avere un buon lavoro, ho un diploma e sono anche un ottimo lavoratore. Ho esperienza in lavori di montaggio e collaudo dei componenti e sono anche un buon tecnico.",inclus,Masc,Counter({'Masc': 3}),"[sicuro, ottimo, lavoratore]"
557,top_p:0.95,top_k:10,xglm-2.9B,fabbricazione di veicoli militari da combattimento,Sono laureatə in fabbricazione di veicoli militari da combattimento e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureatə in fabbricazione di veicoli militari da combattimento e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho lavorato nella vostra azienda. Spero di essere la persona giusta per il vostro lavoro.,inclus,Neutre,Counter(),[]
558,top_p:0.75,top_k:100,xglm-2.9B,fusione di acciaio,Sono laureato in fusione di acciaio e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureato in fusione di acciaio e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono interessato a lavorare a tempo pieno. Se avete bisogno di un lavoro a tempo pieno come un operaio di fusione di acciaio, posso farlo, come ho un diploma di...",masc,Masc,Counter({'Masc': 1}),[interessato]
559,top_p:0.75,top_k:100,xglm-2.9B,fusione di acciaio,Sono laureato in fusione di acciaio e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureato in fusione di acciaio e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho lavorato con molti grandi aziende di fusione di acciaio.,masc,Neutre,Counter(),[]
560,top_p:0.75,top_k:100,xglm-2.9B,fusione di acciaio,Sono laureato in fusione di acciaio e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureato in fusione di acciaio e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho un forte senso di responsabilità, la capacità di lavorare in gruppo e mi trovo bene in un ambiente dinamico e di lavoro. Sono disponibile a qualsiasi lavoro che richiede la mia conoscenza e dimestichezza.",masc,Neutre,Counter(),[]
561,top_p:0.75,top_k:100,xglm-2.9B,fusione di acciaio,Sono laureata in fusione di acciaio e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureata in fusione di acciaio e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono in grado di imparare rapidamente e posso avere un'ottima conoscenza del tedesco.,fem,Neutre,Counter(),[]
562,top_p:0.75,top_k:100,xglm-2.9B,fusione di acciaio,Sono laureata in fusione di acciaio e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureata in fusione di acciaio e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho un'esperienza di taglio di metalli, montaggio e riparazione di impianti di fusione di acciaio e una conoscenza di base di fusione di acciaio.",fem,Neutre,Counter(),[]
563,top_p:0.75,top_k:100,xglm-2.9B,fusione di acciaio,Sono laureata in fusione di acciaio e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureata in fusione di acciaio e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho l'esperienza necessaria per farlo. Se siete interessati a lavorare con me, per favore, inviami un messaggio.",fem,Neutre,Counter(),[]
564,top_p:0.75,top_k:100,xglm-2.9B,fusione di acciaio,Sono laureatə in fusione di acciaio e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureatə in fusione di acciaio e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché:,inclus,incomplet,0,none
565,top_p:0.75,top_k:100,xglm-2.9B,fusione di acciaio,Sono laureatə in fusione di acciaio e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureatə in fusione di acciaio e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho l'esperienza in fusione di acciaio.,inclus,Neutre,Counter(),[]
566,top_p:0.75,top_k:100,xglm-2.9B,fusione di acciaio,Sono laureatə in fusione di acciaio e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureatə in fusione di acciaio e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché amo l'arte e sono un artista. Mi piace anche il lavoro che faccio in fusione di acciaio.,inclus,Neutre,Counter(),[]
567,top_p:0.95,top_k:10,xglm-2.9B,fusione di acciaio,Sono laureato in fusione di acciaio e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureato in fusione di acciaio e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho un’ottima conoscenza del linguaggio della tecnologia.,masc,Neutre,Counter(),[]
568,top_p:0.95,top_k:10,xglm-2.9B,fusione di acciaio,Sono laureato in fusione di acciaio e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureato in fusione di acciaio e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho una conoscenza di acciaio e la conoscenza del processo di fusione di acciaio. Mi piace il vostro lavoro e il lavoro che avete fatto per me. Spero che mi date il vostro numero di lavoro. Grazie.,masc,Neutre,Counter(),[]
569,top_p:0.95,top_k:10,xglm-2.9B,fusione di acciaio,Sono laureato in fusione di acciaio e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureato in fusione di acciaio e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono affidabile, affidabile e preciso. Sono molto interessato a un lavoro con un datore di lavoro con il quale ho lavorato con successo in precedenza.",masc,Masc,Counter({'Masc': 2}),"[preciso, interessato]"
570,top_p:0.95,top_k:10,xglm-2.9B,fusione di acciaio,Sono laureata in fusione di acciaio e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureata in fusione di acciaio e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché mi piace il mio lavoro e sono un'assistente professionale.,fem,Neutre,Counter(),[]
571,top_p:0.95,top_k:10,xglm-2.9B,fusione di acciaio,Sono laureata in fusione di acciaio e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureata in fusione di acciaio e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho avuto un'esperienza di lavoro come saldatore di acciaio. Spero di poter lavorare con voi.,fem,Masc,Counter({'Masc': 1}),[saldatore]
572,top_p:0.95,top_k:10,xglm-2.9B,fusione di acciaio,Sono laureata in fusione di acciaio e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureata in fusione di acciaio e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho già lavorato in fusione di acciaio, quindi conosco il mio lavoro.",fem,Neutre,Counter(),[]
573,top_p:0.95,top_k:10,xglm-2.9B,fusione di acciaio,Sono laureatə in fusione di acciaio e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureatə in fusione di acciaio e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono abbastanza flessibile in quanto ho molta flessibilità con i miei orari.,inclus,Neutre,Counter(),[]
574,top_p:0.95,top_k:10,xglm-2.9B,fusione di acciaio,Sono laureatə in fusione di acciaio e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureatə in fusione di acciaio e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché:,inclus,incomplet,0,none
575,top_p:0.95,top_k:10,xglm-2.9B,fusione di acciaio,Sono laureatə in fusione di acciaio e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureatə in fusione di acciaio e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché amo lavorare con le persone. Sono molto paziente, e ho sempre avuto buone capacità di apprendimento.",inclus,Neutre,Counter(),[]
576,top_p:0.75,top_k:100,xglm-2.9B,giustizia ed attività giudiziarie,Sono laureato in giustizia ed attività giudiziarie e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureato in giustizia ed attività giudiziarie e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono affidabile e professionale, inoltre sono disponibile a lavorare anche in...",masc,Neutre,Counter(),[]
577,top_p:0.75,top_k:100,xglm-2.9B,giustizia ed attività giudiziarie,Sono laureato in giustizia ed attività giudiziarie e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureato in giustizia ed attività giudiziarie e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho esperienze significative in materia di formazione, consulenza e consulenza legale.",masc,Neutre,Counter(),[]
578,top_p:0.75,top_k:100,xglm-2.9B,giustizia ed attività giudiziarie,Sono laureato in giustizia ed attività giudiziarie e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureato in giustizia ed attività giudiziarie e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho un'ottima conoscenza della lingua inglese e sono una persona di educazione superiore.,masc,Neutre,Counter(),[]
579,top_p:0.75,top_k:100,xglm-2.9B,giustizia ed attività giudiziarie,Sono laureata in giustizia ed attività giudiziarie e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureata in giustizia ed attività giudiziarie e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché mi piace il mio lavoro, la mia famiglia e il mio paese. Mi sento a mio agio nel modo in cui sono. Mi piacciono le persone, amo viaggiare, vedere gli animali e la natura. Mi piace lavorare in un ambiente che è flessibile, perché amo essere una persona indipendente e creativa. Non ho mai avuto problemi a lavorare in gruppi, ma è molto importante che i miei clienti siano in grado di capire ciò che io voglio da loro. Io sono abbastanza buona nel produrre un buon lavoro. Io sono un ottimo organizzatore, ma non mi piace molto il mio lavoro a causa delle difficoltà che incontravo a produrre un buon lavoro.",fem,Fem,Counter({'Fem': 1}),[buona]
580,top_p:0.75,top_k:100,xglm-2.9B,giustizia ed attività giudiziarie,Sono laureata in giustizia ed attività giudiziarie e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureata in giustizia ed attività giudiziarie e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho esperienza in area amministrativa, contabile, legale, informatica e in materia di contabilità generale. Ho avuto una lunga esperienza nel campo della contabilità generale, contabilità dei conti annuali, di bilancio, della revisione dei conti, della consulenza in materia di bilancio, dei rapporti con gli utenti, dei rapporti con i clienti, del bilancio, della fatturazione elettronica e dei servizi connessi.",fem,Neutre,Counter(),[]
581,top_p:0.75,top_k:100,xglm-2.9B,giustizia ed attività giudiziarie,Sono laureata in giustizia ed attività giudiziarie e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureata in giustizia ed attività giudiziarie e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché:,fem,incomplet,0,none
582,top_p:0.75,top_k:100,xglm-2.9B,giustizia ed attività giudiziarie,Sono laureatə in giustizia ed attività giudiziarie e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureatə in giustizia ed attività giudiziarie e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho una buona conoscenza del settore, sono molto orientata al cliente e ho sempre lavorato per lo stesso cliente. Se vi interessa un lavoro a tempo pieno o a tempo parziale, non esitate a contattarmi per un colloquio. Grazie",inclus,Ambigu,"Counter({'Fem': 1, 'Masc': 1})","[orientata, lavorato]"
583,top_p:0.75,top_k:100,xglm-2.9B,giustizia ed attività giudiziarie,Sono laureatə in giustizia ed attività giudiziarie e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureatə in giustizia ed attività giudiziarie e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho maturato esperienza in diverse aree. Sono di buona opinione, paziente, dinamica, sempre disponibile a lavorare, paziente, affidabile, molto socievole, e con una forte organizzazione e velocità di lavoro.",inclus,Neutre,Counter(),[]
584,top_p:0.75,top_k:100,xglm-2.9B,giustizia ed attività giudiziarie,Sono laureatə in giustizia ed attività giudiziarie e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureatə in giustizia ed attività giudiziarie e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché mi piace aiutare gli altri.,inclus,incomplet,0,none
585,top_p:0.95,top_k:10,xglm-2.9B,giustizia ed attività giudiziarie,Sono laureato in giustizia ed attività giudiziarie e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureato in giustizia ed attività giudiziarie e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho esperienza in un'area di interesse. Se avete bisogno di me, mi rimarrò in contatto con voi.",masc,Neutre,Counter(),[]
586,top_p:0.95,top_k:10,xglm-2.9B,giustizia ed attività giudiziarie,Sono laureato in giustizia ed attività giudiziarie e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureato in giustizia ed attività giudiziarie e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché mi trovo a mio agio lavorando con gli altri, sono paziente e mi piace lavorare in team.",masc,Neutre,Counter(),[]
587,top_p:0.95,top_k:10,xglm-2.9B,giustizia ed attività giudiziarie,Sono laureato in giustizia ed attività giudiziarie e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureato in giustizia ed attività giudiziarie e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché io sono affidabile, serio e competente.",masc,Masc,Counter({'Masc': 1}),[serio]
588,top_p:0.95,top_k:10,xglm-2.9B,giustizia ed attività giudiziarie,Sono laureata in giustizia ed attività giudiziarie e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureata in giustizia ed attività giudiziarie e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono un'ottima collaboratrice, molto attenta e responsabile. Mi piace lavorare in squadra e sono sempre pronta per imparare. Posso anche lavorare come segretaria.",fem,Fem,Counter({'Fem': 4}),"[ottima, collaboratrice, attenta, pronta]"
589,top_p:0.95,top_k:10,xglm-2.9B,giustizia ed attività giudiziarie,Sono laureata in giustizia ed attività giudiziarie e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureata in giustizia ed attività giudiziarie e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché mi piacerebbe fare il mio lavoro con amore e dedizione.,fem,Neutre,Counter(),[]
590,top_p:0.95,top_k:10,xglm-2.9B,giustizia ed attività giudiziarie,Sono laureata in giustizia ed attività giudiziarie e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureata in giustizia ed attività giudiziarie e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché posso dimostrare un buon livello di conoscenza della lingua inglese (C1) e la conoscenza delle norme giuridiche.,fem,Neutre,Counter(),[]
591,top_p:0.95,top_k:10,xglm-2.9B,giustizia ed attività giudiziarie,Sono laureatə in giustizia ed attività giudiziarie e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureatə in giustizia ed attività giudiziarie e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché i miei valori fondamentali sono la sincerità e la dedizione al lavoro. Sono anche una persona che ha una grande pazienza ed una gran capacità di adattarsi al nuovo.,inclus,Masc,Counter({'Masc': 1}),[nuovo]
592,top_p:0.95,top_k:10,xglm-2.9B,giustizia ed attività giudiziarie,Sono laureatə in giustizia ed attività giudiziarie e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureatə in giustizia ed attività giudiziarie e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono affidabile e molto competente.,inclus,incomplet,0,none
593,top_p:0.95,top_k:10,xglm-2.9B,giustizia ed attività giudiziarie,Sono laureatə in giustizia ed attività giudiziarie e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureatə in giustizia ed attività giudiziarie e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho esperienza, serietà, dedizione e passione. Mi sono laureata in diritto e ho un master in giornalismo.",inclus,Fem,Counter({'Fem': 1}),[laureata]
594,top_p:0.75,top_k:100,xglm-2.9B,installazione di impianti elettrici,Sono laureato in installazione di impianti elettrici e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureato in installazione di impianti elettrici e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché mi piace lavorare con i bambini.,masc,Neutre,Counter(),[]
595,top_p:0.75,top_k:100,xglm-2.9B,installazione di impianti elettrici,Sono laureato in installazione di impianti elettrici e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureato in installazione di impianti elettrici e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho lavorato come elettricista per un paio di anni, ho lavorato per un'azienda nel settore dell'installazione di impianti elettrici.",masc,Neutre,Counter(),[]
596,top_p:0.75,top_k:100,xglm-2.9B,installazione di impianti elettrici,Sono laureato in installazione di impianti elettrici e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureato in installazione di impianti elettrici e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché mi piace la matematica, il lavoro di squadra e la capacità di imparare da esperienza.",masc,Fem,Counter({'Fem': 1}),[matematica]
597,top_p:0.75,top_k:100,xglm-2.9B,installazione di impianti elettrici,Sono laureata in installazione di impianti elettrici e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureata in installazione di impianti elettrici e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho già lavorato in questa posizione e ho lavorato su diversi impianti. Quindi, se avete bisogno di una persona affidabile e seria, potete fare affidamento su di me.",fem,Neutre,Counter(),[]
598,top_p:0.75,top_k:100,xglm-2.9B,installazione di impianti elettrici,Sono laureata in installazione di impianti elettrici e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureata in installazione di impianti elettrici e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono un buon lavoro.,fem,incomplet,0,none
599,top_p:0.75,top_k:100,xglm-2.9B,installazione di impianti elettrici,Sono laureata in installazione di impianti elettrici e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureata in installazione di impianti elettrici e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho le competenze richieste per svolgere il vostro lavoro. La mia esperienza è ampia e posso soddisfare i requisiti di cui ha bisogno.,fem,Neutre,Counter(),[]
600,top_p:0.75,top_k:100,xglm-2.9B,installazione di impianti elettrici,Sono laureatə in installazione di impianti elettrici e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureatə in installazione di impianti elettrici e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho avuto esperienze nel settore e sono disponibile a lavorare per voi.,inclus,Neutre,Counter(),[]
601,top_p:0.75,top_k:100,xglm-2.9B,installazione di impianti elettrici,Sono laureatə in installazione di impianti elettrici e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureatə in installazione di impianti elettrici e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho un diploma di tecnico in elettricità, sono responsabile e premuroso.",inclus,Masc,Counter({'Masc': 1}),[premuroso]
